id,name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,license
1315042,1 Bedroom Pre War apt,12030485520,verified,Vanessa,Manhattan,Theater District,40.75877,-73.98863,United States,US,FALSE,moderate,Entire home/apt,2005,0.0,0.0,2,179,2019-06-19,1.88,2,1,66,"- 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises. Fee for smoking will be 10 times your total reservation cost. For example, your total reservation cost is $350. Fee for smoking on premises will be $3,500. 3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am  4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes. Replacement fees may apply for unreturned items  6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with AIRBNB. Please contact me directly for any needed items.  7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $12",N/A
1315595,Quiet One Bedroom in Park Slope,42273759988,verified,Charlotte,Brooklyn,Gowanus,40.67688,-73.9859,United States,US,FALSE,moderate,Entire home/apt,2022,0.0,0.0,7,9,2016-06-23,0.1,2,1,264,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected. ",N/A
1316147,CreaTive Live-In Artspace/Birdsnest,89270309898,verified,Carlos,Brooklyn,Bushwick,40.70051,-73.92204,United States,US,FALSE,flexible,Private room,2015,0.0,0.0,1,1,2019-04-21,0.37,1,1,365,No smoking. No parties.  No drugs.  No pets.  Please consider our neighbors and be respectful of them. Limit the noise level - especially at night. Thank you in advance!,N/A
1316699,RARE Penthouse Oasis featured on DesignSponge,20886452914,unconfirmed,Lilianna,Manhattan,Lower East Side,40.71712,-73.98898,United States,US,TRUE,strict,Private room,2021,0.0,0.0,30,25,2018-08-29,0.49,1,1,103,"- Please bring your own daily essentials, I provide nothing as of now. - Please don't bring any friends over unless they are confirmed guests. - Please keep quiet after midnight. - When booking for a weekend, please book on a Friday and for at least 3 nights, as I will not be around on Saturdays and Sundays to accept bookings. - If neighbors asks, just tell them you're here to visit a friend. Don't tell then your guests from AirBNB. - Please let me know exactly what time you will get to my house, or at least an hour ahead. I am not always at home so I will have to go hand keys to you and I will only have limited time. Thanks!",N/A
1317252,New Clean Spacious Bed & Breakfast,72246290898,unconfirmed,Max,Staten Island,Emerson Hill,40.60742,-74.14388,United States,US,TRUE,flexible,Private room,2012,0.0,0.0,2,2,2018-02-08,0.05,1,1,91,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1317804,"Sunny, calm room in Victorian home",25728158980,verified,Victor,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,United States,US,FALSE,strict,Private room,2014,0.0,0.0,3,152,2019-06-25,1.6,1,3,365,N/A,N/A
1318356,Modern Unique Studio in NYC,69724697185,unconfirmed,Vincent,Queens,Long Island City,40.75627,-73.9211,United States,US,TRUE,strict,Entire home/apt,2012,0.0,0.0,30,24,2019-03-31,0.25,3,8,259,"Professional building, please be considerate of other residents in the building. This is not a place for parties.",N/A
1318909,"2 Bed, 2 Bath Apartment on Central Park West",86633710982,unconfirmed,Arthur,Manhattan,N/A,40.79816,-73.9619,United States,US,TRUE,strict,Entire home/apt,2014,0.0,0.0,2,45,2019-04-22,0.47,4,3,4,N/A,N/A
1319461,"Luxury Furnished 1 bedro, Bay Ridge",3824109768,verified,Paul,Brooklyn,Fort Hamilton,40.61927,-74.0307,United States,US,FALSE,moderate,Entire home/apt,2003,0.0,0.0,30,7,2018-11-14,0.08,4,1,267,"-Please don't wear shoes inside the apartment (shoes should be removed in the area just inside the door to the apartment). -Please DO wear shoes while out in the courtyard. -Please keep the doors to the apartment locked at all times. -Please recycle -Please don't move/remove the portable A/C from the bedroom window.  -Please ensure that your bedroom windows are closed and securely locked when running the heat or A/C, before leaving the apartment and before going to bed. -Please ensure that the courtyard gate is closed and securely locked before leaving the apartment and before going to bed. -Please rinse off any dishes/flatware that you use and place them into the dishwasher after use. -Please help conserve energy (and my electricity bill!) by doing the following when you going to bed and when you are leaving: turn lights off, turn the thermostat down to between 60-65 degrees F (colder months), turn the A/C up to 75 degrees F or just turn it off entirely (warmer months). -Please NO smo",N/A
1320013,Your Haven in the Upper West Side,61656429942,verified,Alan,Manhattan,Harlem,40.8078,-73.95208,United States,US,TRUE,flexible,Private room,2010,0.0,0.0,7,19,2019-06-03,0.35,5,1,231,N/A,N/A
1320565,"Wonderful Studio In Brooklyn, NY!!!",66943915679,unconfirmed,Kirsten,Brooklyn,Bensonhurst,40.61922,-73.99399,United States,US,FALSE,moderate,Entire home/apt,2006,0.0,0.0,1,24,2019-01-19,0.26,2,1,365,"Please be quiet and respectful. Also, limited kitchen access in evenings. No pets or smoking please!",N/A
1321118,A Cozy Brooklyn Hideaway,84123073098,unconfirmed,Tiana,Brooklyn,Clinton Hill,40.68275,-73.96148,United States,US,TRUE,flexible,Entire home/apt,2007,0.0,0.0,4,8,2017-10-14,0.09,4,2,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1321670,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,82631426580,verified,Daniel,Manhattan,Lower East Side,40.71813,-73.98416,United States,US,TRUE,moderate,Entire home/apt,2016,0.0,0.0,1,29,2015-06-03,0.31,2,2,0,No smoking cigarettes inside apartment.,N/A
1322222,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,32475577740,verified,Miley,Manhattan,Lower East Side,40.71892,-73.98401,United States,US,FALSE,strict,Entire home/apt,2004,0.0,0.0,1,14,2015-07-20,0.15,5,2,0,N/A,N/A
1322775,"Lovely Bdr in Harlem, Manhattan",55642739744,unconfirmed,Lucia,Manhattan,Harlem,40.816,-73.95545,United States,US,FALSE,strict,Private room,2013,0.0,0.0,1,33,2019-05-25,0.38,5,1,0,"Leave the apartment as you found it!  If you used dishes or cups or anything in the kitchen area, you are expected to clean, wash, dry and return the item to its origin.   Act respectful in the neighborhood and inside the halls, other units are in the building so act responsible.   We ask that quiet hours be respected between 11pm and 8am.  Meaning no dance parties, loud noises, or other disturbances that are not emergencies.  We understand sometime guest will like to enjoy themselves until the bars close (2am).  We expect you to be courteous once you return to the property, excessive noise and disturbances reported may result in cancellation of your booking immediately without refund and maybe forcibly removed at my or my agents discretion.   No Smoking No Parties No Drugs No Weapons Only People on Reservation permitted to stay in the apartment. Please keep front door locked and closed at all times. You are expected to leave the apartment as you found it, kitchen clean, fridge empty, ",N/A
1323327,THE BEST DEAL ON THE HUDSON RIVER!!,85908089774,unconfirmed,Alina,Manhattan,Harlem,40.82748,-73.95153,United States,US,FALSE,strict,Private room,2007,0.0,0.0,4,99,2019-02-28,1.04,3,1,0,"Overall please treat the apartment as you would you own home,  Keeping it as clean and tidy as you found it.  Please clean up before checking out.  Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties .  Please include the number of people who will be staying before you reserve this apartment.  No extra guests other than the maximum 4 allowed who booked  All smoking should be done outside, as this is a smoke free environment",N/A
1323879,Lovely HUGE Master Bed + Study,24873888478,verified,Amelia,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,United States,US,FALSE,strict,Private room,2003,0.0,0.0,3,59,2017-01-05,0.62,5,3,0,"Please plan to check in after 4 PM and check out before 11 AM.  No Smoking, No pets Please No parties and quiet hours after 9 pm Clean dishes   We are not responsible for your belongings. Thank You!",N/A
1324432,Newly Reno’d Chic Quiet Exec 1BR,49547130622,verified,Sam,Manhattan,East Village,40.72229,-73.97901,United States,US,TRUE,moderate,Entire home/apt,2017,0.0,0.0,3,142,2019-06-16,1.5,1,1,0,No Smoking Cats Allowed With Fee,N/A
1324984,1 Bedroom in prime Flatiron,84021843835,unconfirmed,Aldus,Manhattan,NoHo,40.72956,-73.99287,United States,US,TRUE,strict,Private room,2006,0.0,0.0,2,0,,0.0,5,1,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1325536,Large Artist Floorthru- Greenpoint,37617298944,verified,Ashton,Brooklyn,Greenpoint,40.72595,-73.95298,United States,US,TRUE,moderate,Entire home/apt,2004,0.0,0.0,29,22,2019-03-15,0.23,4,1,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1326088,Gorgeous PermaGO Private Room in FiDi - 1/2,52485385239,unconfirmed,Paul,Manhattan,Tribeca,40.71193,-74.00817,United States,US,FALSE,strict,Private room,2020,0.0,0.0,3,82,2019-05-21,0.87,5,2,0,N/A,N/A
1326641,CBG Helps Haiti Rm #3,33952991254,verified,Jacob,Brooklyn,N/A,40.68012,-73.97847,United States,US,FALSE,strict,Private room,2003,0.0,0.0,2,23,2018-09-15,0.24,1,6,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1327193,BEST DEAL IN CHELSEA 1 bdrm NYC,44159058624,unconfirmed,Maria,Manhattan,Chelsea,40.74233,-73.99865,United States,US,FALSE,flexible,Entire home/apt,2006,0.0,0.0,4,32,2019-05-08,0.34,4,1,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1327745,Lovely Apartment,86350704637,unconfirmed,Amy,Brooklyn,Prospect Heights,40.67424,-73.96665,United States,US,FALSE,strict,Entire home/apt,2017,0.0,0.0,5,24,2019-06-23,0.25,2,1,0,N/A,N/A
1328298,Artsy Loft-like Harlem Apartment,97765256955,verified,Alisa,Manhattan,Harlem,40.80486,-73.95298,United States,US,FALSE,flexible,Private room,2006,0.0,0.0,1,59,2018-10-26,0.63,2,2,0,Respect the other neighbors and the host. Quiet after 9PM Respect all apartments' belongings by leaving them as you found them. Respect check in and check out time!,N/A
1328850,Harlem/Manhattan Classic Apartment,81745064262,verified,Heather,Manhattan,Harlem,40.80307,-73.95048,United States,US,TRUE,flexible,Private room,2017,0.0,0.0,55,6,2015-01-02,0.08,5,2,0,"-Please don't wear shoes inside the apartment (shoes should be removed in the area just inside the door to the apartment). -Please DO wear shoes while out in the courtyard. -Please keep the doors to the apartment locked at all times. -Please recycle -Please don't move/remove the portable A/C from the bedroom window.  -Please ensure that your bedroom windows are closed and securely locked when running the heat or A/C, before leaving the apartment and before going to bed. -Please ensure that the courtyard gate is closed and securely locked before leaving the apartment and before going to bed. -Please rinse off any dishes/flatware that you use and place them into the dishwasher after use. -Please help conserve energy (and my electricity bill!) by doing the following when you going to bed and when you are leaving: turn lights off, turn the thermostat down to between 60-65 degrees F (colder months), turn the A/C up to 75 degrees F or just turn it off entirely (warmer months). -Please NO smo",N/A
1329402,"BEAUTIFUL APARTMENT, GREAT LOCATION",24038577247,verified,Connie,Brooklyn,Boerum Hill,40.68653,-73.98562,United States,US,TRUE,moderate,Entire home/apt,2009,0.0,0.0,4,18,2018-07-05,0.21,4,1,325,Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.,N/A
1329955,Quiet sunny studio Midtown,57412920877,verified,Abraham,Manhattan,Midtown,40.74267,-73.98569,N/A,N/A,N/A,N/A,Entire home/apt,2010,0.0,0.0,4,3,2018-12-26,0.03,4,1,1,N/A,N/A
1330507,Charming room in Victorian home,9899986845,unconfirmed,Sienna,Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494,N/A,N/A,N/A,N/A,Private room,2021,0.0,0.0,3,115,2019-07-05,1.21,5,3,144,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1331059,Brooklyn B & B close to Manhattan,50967627357,verified,David,Brooklyn,Fort Greene,40.68645,-73.97538,N/A,N/A,N/A,N/A,Private room,2005,0.0,0.0,3,154,2019-06-19,1.63,1,2,365,N/A,N/A
1331611,The Notorious B.N.B. { The Erhart },32729811162,unconfirmed,Edgar,Brooklyn,Clinton Hill,40.68999,-73.96711,N/A,N/A,N/A,N/A,Private room,2020,0.0,0.0,1,164,2019-07-01,1.73,4,11,47,"Guests must be fit enough to maneuver themselves and any luggage up 3 flights of winding staircase.  Dishes, pots, pans, and appliances are usable but please leave everything in about the same state that you found it.  Apartment is not sound-proof! I like my neighbors, be kind to them. Don't get me in trouble with them. Don't hesitate to ask questions about function or location of something!! Have a great stay!",N/A
1332164,Sunny cozy multileveled apartment!,59272298800,unconfirmed,Audrey,Staten Island,Shore Acres,40.61077,-74.06824,N/A,N/A,N/A,N/A,Entire home/apt,2003,0.0,0.0,6,76,2019-06-13,0.8,5,1,253,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1332716,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,57211550677,verified,Julia,Brooklyn,Williamsburg,40.71126,-73.94576,N/A,N/A,N/A,N/A,Entire home/apt,2012,0.0,0.0,3,116,2019-06-30,1.23,3,2,150,N/A,N/A
1333268,ROOM WITH KITCHENETTE #2,24025629258,unconfirmed,Vanessa,Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949,N/A,N/A,N/A,N/A,Entire home/apt,2014,0.0,0.0,3,234,2019-06-30,2.47,1,4,265,N/A,N/A
1333821,Alpha-Bet City entire floor large cool 2br -L.E.S,76723251474,unconfirmed,Arnold,Manhattan,East Village,40.72416,-73.9853,N/A,N/A,N/A,N/A,Entire home/apt,N/A,0.0,0.0,2,120,2019-06-24,1.27,2,1,271,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1334373,"Your Haven Awaits At ""Emma's Place""",45317219946,unconfirmed,Maddie,Brooklyn,Bedford-Stuyvesant,40.68516,-73.92521,N/A,N/A,N/A,N/A,Entire home/apt,N/A,0.0,0.0,4,82,2019-05-18,0.87,2,1,248,• Check-in time is 12PM (noon). • Check-in time is 12PM (noon). Please no smoking and no pets in the apartment,N/A
1334925,"Spacious, Kid-Friendly 2 BR in West Village",55328430242,verified,Melissa,Manhattan,West Village,40.73507,-74.00048,N/A,N/A,N/A,N/A,Entire home/apt,2004,0.0,0.0,3,13,2019-05-26,0.15,1,1,221,N/A,N/A
1335478,Great Bedroom in Downtown Manhattan,39482467591,unconfirmed,Alberta,Manhattan,Chinatown,40.71611,-73.99828,United States,US,TRUE,flexible,Private room,2007,0.0,0.0,30,59,2019-06-24,0.64,3,1,211,"Please remember that this is a residential building.  The building rules, hotel occupancy restrictions, and year-round tenants have to be respected.",N/A
1336030,Beautiful Brownstone,7038185116,unconfirmed,Lucia,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,United States,US,TRUE,flexible,Entire home/apt,2012,0.0,0.0,7,63,2019-06-26,1.87,1,1,162,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1336582,1BDR - Hell's Kitchen Hideaway,83104436080,verified,Haris,Manhattan,Hell's Kitchen,40.76189,-73.99,United States,US,TRUE,strict,Private room,2017,0.0,0.0,2,52,2018-08-14,0.55,1,1,122,N/A,N/A
1337134,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,23200972509,verified,Walter,Manhattan,East Village,40.72645,-73.98035,United States,US,FALSE,moderate,Private room,2018,0.0,0.0,1,278,2019-07-03,2.95,2,3,341,N/A,N/A
1337687,Oversized Studio in Park Slope,68755138519,verified,Carina,Brooklyn,Sunset Park,40.66293,-73.99833,United States,US,FALSE,strict,Entire home/apt,2009,0.0,0.0,5,1,2022-02-02,0.01,1,1,365,#NAME?,N/A
1338239,Apt with EmpireState view-Subway around the corner,72187940416,unconfirmed,Tara,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,United States,US,FALSE,strict,Entire home/apt,2017,0.0,0.0,2,35,2019-06-09,0.4,4,1,7,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",N/A
1338791,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,29241866652,verified,Frederick,Bronx,Concourse,40.83001,-73.92158,United States,US,TRUE,flexible,Private room,2006,0.0,0.0,5,235,2019-06-29,2.49,2,2,29,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1339344,Monthly Apartment Rental,83083674415,unconfirmed,Ryan,Manhattan,East Harlem,40.79239,-73.94535,United States,US,TRUE,strict,Entire home/apt,2015,0.0,0.0,28,115,2019-06-30,1.21,5,2,265,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1339896,Wonderfully inviting East Village,84560895335,verified,Carter,Manhattan,N/A,40.72709,-73.98274,United States,US,TRUE,moderate,Private room,2004,0.0,0.0,1,109,2015-10-02,1.15,2,1,116,#NAME?,N/A
1340448,TURQUOISE: One-Bedroom Apt. in Soho,40808841464,unconfirmed,Roberts,Manhattan,SoHo,40.72599,-74.00168,United States,US,FALSE,flexible,Private room,2005,0.0,0.0,5,1,2013-07-09,0.01,4,1,365,N/A,N/A
1341001,"Lovely pied-à-terre, in an historic building",15617572514,unconfirmed,Miller,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,United States,US,FALSE,flexible,Entire home/apt,2004,0.0,0.0,3,305,2019-06-27,3.24,3,1,175,N/A,N/A
1341553,"Spacious, well furnished, high fl. beautiful views",19551160805,unconfirmed,Hill,Manhattan,East Harlem,40.79442,-73.93433,United States,US,FALSE,strict,Entire home/apt,2007,0.0,0.0,1,102,2019-06-18,1.52,4,1,267,N/A,N/A
1342105,NYC Studio in Heart of Times Square,71629081994,verified,Brooks,Manhattan,Hell's Kitchen,40.76166,-73.99675,United States,US,FALSE,moderate,Entire home/apt,2017,0.0,0.0,30,83,2019-05-31,0.88,3,1,303,N/A,N/A
1342657,rooms for rent in Queens with piano,30940457021,unconfirmed,Cole,Queens,Ridgewood,40.70163,-73.90867,United States,US,FALSE,moderate,Private room,2006,0.0,0.0,1,19,2018-07-31,0.25,1,1,365,Please no LOUD music after 2 AM.  The neighbors have recently complained.  Just be reasonable and cool and everything will be OK.  Thank you : ),N/A
1343210,Large Sunny Luxe Prvt Room/Midtown,58009803783,unconfirmed,Ross,Manhattan,Midtown,40.75575,-73.96842,United States,US,TRUE,strict,Private room,2015,0.0,0.0,2,61,2019-05-18,0.65,3,1,233,N/A,N/A
1343762,Spacious Stunning Harlem Townhouse,30116882477,unconfirmed,Jones,Manhattan,Harlem,40.80903,-73.94197,United States,US,TRUE,flexible,Entire home/apt,2009,0.0,0.0,5,89,2019-06-30,0.94,1,1,336,Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.,N/A
1344314,Private Room With GREAT Location,41389421098,unconfirmed,Hunt,Queens,Long Island City,40.74581,-73.95295,United States,US,TRUE,moderate,Private room,2016,0.0,0.0,30,65,2017-07-31,0.74,1,3,0,N/A,N/A
1344867,HUGE Sunny Duplex Loft with Garden,66779377123,unconfirmed,Watson,Brooklyn,South Slope,40.66414,-73.98574,United States,US,FALSE,strict,Entire home/apt,2003,0.0,0.0,1,40,2019-06-16,0.44,3,1,69,N/A,N/A
1345419,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,53354982147,unconfirmed,Gibson,Manhattan,West Village,40.74,-74.00381,United States,US,FALSE,flexible,Private room,2003,0.0,0.0,30,80,2019-04-26,0.86,5,2,16,N/A,N/A
1345971,Stylish Studio with exclusive Terrace,21547822804,unconfirmed,Cole,Manhattan,N/A,40.75348,-73.97065,United States,US,FALSE,moderate,Entire home/apt,2019,0.0,0.0,30,136,2019-06-19,1.45,4,1,272,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",N/A
1346524,"LES private apt, 1 bedroom & more",57305994679,unconfirmed,Davis,Manhattan,Lower East Side,40.72066,-73.98506,United States,US,FALSE,moderate,Entire home/apt,2010,0.0,0.0,3,100,2018-05-28,1.06,5,1,119,No Smoking. Cats Allowed With Fee.,N/A
1347076,"Williamsburg Garden Home, 5 minutes from Manhattan",92730001582,unconfirmed,Jones,Brooklyn,Williamsburg,40.71746,-73.95497,United States,US,TRUE,moderate,Entire home/apt,2014,0.0,0.0,2,125,2019-07-06,1.36,4,3,365,N/A,N/A
1347628,"HUGE, modern 2-LEVEL Brooklyn apt",87635804876,unconfirmed,Parker,Brooklyn,DUMBO,40.70257,-73.9847,United States,US,FALSE,flexible,Entire home/apt,2022,0.0,0.0,5,40,2019-04-14,0.5,2,1,365,N/A,N/A
1348180,charming 2bdrm apt in East Village,41629003262,verified,Brooks,Manhattan,East Village,40.72264,-73.9837,United States,US,FALSE,moderate,Entire home/apt,2011,0.0,0.0,4,0,,0.0,5,1,0,All Renters and Guests must be 25 years of age unless accompanied by a parent or guardian. Parties of any kind are not allowed. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period. ,N/A
1348733,LOCATION LOCATION LOCATION Liz's,11950028501,verified,Chapman,Manhattan,Kips Bay,40.73833,-73.98186,United States,US,FALSE,moderate,Entire home/apt,2019,0.0,0.0,30,139,2019-04-28,1.59,5,4,180,NO SMOKING ALLOWED AND NO PETS ALLOWED!,N/A
1349285,Manhattan Loft in Prime East Village Location,95192822163,unconfirmed,Williams,Manhattan,Greenwich Village,40.73268,-73.99255,United States,US,TRUE,flexible,Entire home/apt,2006,0.0,0.0,30,0,,0.0,1,1,324,N/A,N/A
1349837,Nolita Penthouse_Private Deck_Elev_,6130798547,unconfirmed,Andrews,Manhattan,Chinatown,40.71892,-73.99628,United States,US,FALSE,moderate,Entire home/apt,2021,0.0,0.0,7,2,2014-10-06,0.03,2,1,239,N/A,N/A
1350390,Astoria Garden Suite,51367200061,unconfirmed,Cole,Queens,Ditmars Steinway,40.77679,-73.91687,United States,US,TRUE,flexible,Entire home/apt,2021,0.0,0.0,28,49,2019-06-26,0.53,5,1,87,N/A,N/A
1350942,Lower East Side/Chinatown 1 Bedroom,58408401042,verified,Higgins,Manhattan,N/A,40.71693,-73.98948,United States,US,FALSE,flexible,Entire home/apt,2017,0.0,0.0,5,8,2018-05-18,0.11,3,1,42,N/A,N/A
1351494,"Amazing 1 bed, live like a Newyorkr",91965599567,unconfirmed,Montgomery,Manhattan,Gramercy,40.73685,-73.98359,United States,US,FALSE,moderate,Entire home/apt,2014,0.0,0.0,1,0,,0.0,3,1,36,N/A,N/A
1352047,Private Room in Fort Green BK close to city,8172746932,unconfirmed,Ferguson,Brooklyn,Fort Greene,40.68501,-73.97019,United States,US,FALSE,moderate,Private room,2012,0.0,0.0,5,124,2019-05-25,1.32,1,1,149,"Enjoy yourself. Soak in the neighborhood street life. Leave enriched and with some new experiences.  No smoking and no pets allowed. There is an outdoor courtyard area accessible from the door next to the stove. To respect the quiet enjoyment of our neighbors, please refrain from loud conversations or cell phone use in the courtyard area because other buildings abut the courtyard and voices carry. Before leaving, please remove all used linens and towels and leave in laundry bag in closet, wash, dry and put away dishes, pots/pans and utensils. Leave keys in unit and lock the door behind you.",N/A
1352599,Spacious & Charming by Prospect Pk,78768500054,verified,Morris,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,United States,US,TRUE,flexible,Entire home/apt,2003,0.0,0.0,21,5,2018-12-19,0.12,2,1,39,N/A,N/A
1353151,Private Room Near Brooklyn Museum,3563503030,unconfirmed,Hall,Brooklyn,Prospect Heights,40.67722,-73.96542,United States,US,FALSE,flexible,Private room,2022,0.0,0.0,1,147,2019-06-30,1.57,5,1,365,"- Please Note: This unit was just renovated in 2016 and it comfortably accommodates four guests, but up to 6 guests are permitted if you so desire (two guests in each bedroom and 2 guests on the two available twin size air mattresses). Please request an air mattress(es) (if needed) when making a reservation.  No smoking, no pets, no parties, and must be 25 years old to book.  For check-out, please ensure: - All plates and cups are left in the sink or dishwasher - All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) - All windows are closed and locked - If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) - If furniture was moved during your stay, please return to its original location  Please be mindful to our neighbors in the building, quiet hours after 10pm is not a must, but a nice gesture.  Please be considerate of our next guests who will be staying a",N/A
1353703,The Notorious B.N.B. { The Wallace },90956192931,verified,Ryan,Brooklyn,Clinton Hill,40.68975,-73.96703,United States,US,TRUE,moderate,Private room,2022,0.0,0.0,1,43,2019-04-14,0.46,5,11,338,Please no dirty dishes behind. Thank you,N/A
1354256,Clinton Hill 1 Bed Bright Loft Apartment,15756068088,verified,Morrison,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,United States,US,TRUE,moderate,Entire home/apt,2008,0.0,0.0,6,8,2019-01-03,0.33,3,1,321,N/A,N/A
1354808,Great Studio in W. Village - NYC!,24768018327,verified,Grant,Manhattan,West Village,40.72969,-74.00635,United States,US,TRUE,flexible,Entire home/apt,2004,0.0,0.0,2,37,2019-01-02,0.39,1,1,302,"We expect guests to relax and enjoy themselves, but to be respectful of the space and the community.  Please note: no extra guests allowed and please limit loud noises beyond 10pm (sensitive neighbors).",N/A
1355360,The Notorious B.N.B. { The Swoon },66000316990,unconfirmed,Chapman,Brooklyn,Clinton Hill,40.6893,-73.96602,United States,US,TRUE,moderate,Private room,2010,0.0,0.0,1,120,2019-06-19,1.28,3,11,3,Treat this quaint apartment like it's your own.,N/A
1355913,"BIG 1br, SLEEPS 4, dishwashr, TV",81034268857,unconfirmed,Murphy,Brooklyn,Williamsburg,40.70832,-73.94157,United States,US,FALSE,moderate,Entire home/apt,2017,0.0,0.0,1,24,2019-01-01,0.29,5,1,187,No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!.,N/A
1356465,2BR  Apt - 20min to Soho,21192497123,verified,Barrett,Brooklyn,N/A,40.68016,-73.94878,United States,US,FALSE,moderate,Entire home/apt,2015,0.0,0.0,3,5,2017-07-09,0.05,2,1,365,"Smoking is allowed on the patio only. No pets unless discussed with owners Be mindful of the neighbors, this is a residential area.",N/A
1357017,Williamsburg  - Quiet and Comfy stay,92972999511,unconfirmed,Armstrong,Brooklyn,Williamsburg,40.70875,-73.95508,United States,US,TRUE,flexible,Entire home/apt,2011,0.0,0.0,30,242,2019-04-01,2.59,5,1,183,Respect the neighbors Absolutely no smoking in and around the property. Respect the neighbors Back door is for Emergency Exit only  (clearly marked) Respect the neighbors We love dogs but sorry no pets,N/A
1357570,One Fabulous Private Room,97343045389,unconfirmed,Myers,Manhattan,Inwood,40.85888,-73.92886,United States,US,FALSE,flexible,Private room,2010,0.0,0.0,4,229,2019-06-21,2.45,3,1,87,N/A,N/A
